Route Type,Route,Stop Code,Stop Seq,Stop Name,Stop Name Marathi,LAT,LONG,Stage   
Non-BRTS,103C-U,103C-U-20,20,Kachara Depot Kothrud,कचरा डेपो कोथरुड ,18.507414,73.799267,4    
Non-BRTS,103C-U,103C-U-21,21,Bharatinagar,भारतीनगर,18.507729,73.796915,4    
Non-BRTS,103C-U,103C-U-22,22,Kothrud Depot,कोथरुड डेपो,18.507672,73.794661,5    
Non-BRTS,103C-U,103C-U-23,23,Shinde Farm,शिंदे फार्म,18.508300,73.790417,5    
Non-BRTS,103C-U,103C-U-24,24,Chandani Chowk,चांदणी चौक,18.507828,73.783257,6    
Non-BRTS,103C-U,103C-U-25,25,Shindenagar Bawdhan,शिंदेनगर बावधन,18.512221,73.782226,6    
Non-BRTS,103C-U,103C-U-26,26,Bavdhangaon,बावधनगांव,18.516943,73.781253,6    
Non-BRTS,103C-U,103C-U-27,27,Bavdhan Phata,बावधान फाटा,18.522597,73.779840,6    
Non-BRTS,103C-U,103C-U-28,28,Bharat Ele Company,भारत इले. कंपनी,18.525975,73.781777,7    
Non-BRTS,103C-U,103C-U-29,29,Pashan Tank Rasta,पाषाण टँक रस्ता,18.526920,73.790348,7    
Non-BRTS,103C-U,103C-U-30,30,ARDE Colony,एआरडीइ कॉलनी,18.533527,73.793763,8    
Non-BRTS,103C-U,103C-U-31,31,MES Pumping Station,एमईएस पंपिंग स्टेशन,18.536562,73.795668,8    
Non-BRTS,103C-U,103C-U-32,32,Pashan Naka,पाषाण नाका,18.537647,73.795850,8    
Non-BRTS,103C-U,103C-U-33,33,Kokate Aali,कोकाटे आळी,18.538980,73.793805,9    
Non-BRTS,103C-U,103C-U-34,34,Dattamandir Pashan Road,दत्तमंदिर पाषाण रोड,18.541540,73.791840,9    
Non-BRTS,103C-U,103C-U-35,35,Balaji Mandir,बालाजी मंदिर,18.542850,73.789820,9    
Non-BRTS,103C-U,103C-U-36,36,Vishwakarma,विश्वकर्मा,18.543350,73.786890,9    
Non-BRTS,103C-U,103C-U-37,37,Sai Chowk Pashan Sus Road,साई चौक पाषाण सुस रोड ,18.543480,73.785180,9    
Non-BRTS,103C-U,103C-U-38,38,Pandavnagar Pashan,पांडवनगर पाषाण,18.543940,73.782730,9    
Non-BRTS,103C-U,103C-U-39,39,Abhinav College,अभिनव कॉलेज,18.545080,73.778793,10,,, ,,,,,,,,,,,,,
Non-BRTS,103C-U,103C-U-40,40,Suskhind Phata,सुसखिंड फाटा,18.547340,73.772743,10    
Non-BRTS,103C-U,103C-U-41,41,Girme Park,गिरमे पार्क,18.550050,73.772237,11    
Non-BRTS,103C-U,103C-U-42,42,Yashoda Niwas,यशोदा निवास,18.563775,73.767630,11    
Non-BRTS,103C-U,103C-U-43,43,Radha Hotel,राधा हॉटेल,18.569858,73.765062,11    
Non-BRTS,103C-U,103C-U-44,44,Balewadi Stadium,बालेवाडी स्टेडीयम,18.572740,73.764130,12    
Non-BRTS,103C-U,103C-U-45,45,Digambar Marble,दिगंबर मार्बल,18.582898,73.760515,12    
Non-BRTS,103C-U,103C-U-46,46,Wakad Bridge,वाकड ब्रीज,18.591343,73.757192,13    
Non-BRTS,103C-U,103C-U-47,47,Sawtamali Mandir,सावतामाळी मंदिर,18.591750,73.754530,13    
Non-BRTS,103C-U,103C-U-48,48,Hinjawadi Jakat Naka,हिंजवडी जकात नाका,18.595850,73.740270,14    
Non-BRTS,103C-U,103C-U-49,49,Shivaji Chowk Hinjawadi,शिवाजी चौक हिंजवडी,18.590952,73.738890,14    
Non-BRTS,103C-U,103C-U-50,50,Infosys Phase 1,इन्फोसीस फेज 1,18.586282,73.733402,15    
Non-BRTS,103C-U,103C-U-51,51,Siemens,सिमेन्स,18.591000,73.732934,15    
Non-BRTS,103C-U,103C-U-52,52,Bank Of Maharashtra Hinjawadi,बँक ऑफ महाराष्ट्र,18.594083,73.729655,15    
Non-BRTS,103C-U,103C-U-53,53,Tata Johnsan,टाटा जॉन्सन,18.594354,73.728016,15    
Non-BRTS,103C-U,103C-U-54,54,Wipro Company Circle,विप्रो कंपनी सर्कल,18.596842,73.718571,16    
Non-BRTS,103C-U,103C-U-55,55,Emcure,एमक्युअर,18.595940,73.713020,16    
Non-BRTS,103C-U,103C-U-56,56,Infosys Phase 2,इन्फोसीस फेज 2,18.593656,73.708357,17    
Non-BRTS,103C-U,103C-U-57,57,Power House Hinjawadi,पॉवर हाऊस हिंजवडी, 18.58916,73.705160,17    
Non-BRTS,103C-U,103C-U-58,58,Tata Motors,टाटा मोटर्स,18.586665,73.699956,18    
Non-BRTS,103C-U,103C-U-59,59,Tech Mahindra,टेक महेंद्रा,18.581215,73.687763,18    
Non-BRTS,103C-U,103C-U-60,60,Hinjawadi Maan Phase 3,हिंजवडी माण फेज ३,18.576539,73.688389,19    
Non-BRTS,103-D,103-D-00,0,Kothrud Depot,कोथरुड डेपो,18.507880,73.794930,1    
Non-BRTS,103-D,103-D-01,1,Bharatinagar,भारतीनगर,18.507874,73.797121,1    
Non-BRTS,103-D,103-D-02,2,Kachara Depot Kothrud,कचरा डेपो कोथरुड ,18.507610,73.799310,1    
Non-BRTS,103-D,103-D-03,3,Vanaj Company,वनाज कंपनी,18.507173,73.804092,1    
Non-BRTS,103-D,103-D-04,4,Vanaj Corner,वनाज कॉर्नर,18.507580,73.807850,1    
Non-BRTS,103-D,103-D-05,5,Pratiknagar,प्रतीकनगर,18.508440,73.810200,1    
Non-BRTS,103-D,103-D-06,6,Jai Bhavaninagar,जय भवानीनगर,18.509560,73.812430,2    
Non-BRTS,103-D,103-D-07,7,Anandnagar Kothrud,आनंदनगर कोथरुड ,18.509819,73.814820,2    
Non-BRTS,103-D,103-D-08,8,Ideal Colony,आयडियल कॉलनी,18.510170,73.817161,2    
Non-BRTS,103-D,103-D-09,9,More Vidyalay,मोरे विद्यालय,18.509974,73.821185,2,,, ,,,,,,,,,,,,,
Non-BRTS,103-D,103-D-10,10,Paud Phata,पौड फाटा,18.505422,73.824295,2,,     
Non-BRTS,103-D,103-D-11,11,SNDT College,एसएनडीटी कॉलेज,18.507228,73.828329,3    
Non-BRTS,103-D,103-D-12,12,Nal Stop,नळ स्टॉप,18.508895,73.832018,3    
Non-BRTS,103-D,103-D-13,13,Sonal Hall,सोनल हॉल,18.510405,73.834854,3    
Non-BRTS,103-D,103-D-14,14,Garware College,गरवारे कॉलेज,18.512112,73.838403,3    
Non-BRTS,103-D,103-D-15,15,Deccan Corner,डेक्कन कॉर्नर,18.513955,73.841853,3    
Non-BRTS,103-D,103-D-16,16,Sahitya Parishad,साहित्य परिषद,18.510920,73.845760,4    
Non-BRTS,103-D,103-D-17,17,Maharashtra Mandal,महाराष्ट्र मंडळ,18.509618,73.847475,4    
Non-BRTS,103-D,103-D-18,18,SP College,एसपी कॉलेज,18.507065,73.851542,4    
Non-BRTS,103-D,103-D-19,19,Madiwale Colony,माडीवाले कॉलनी,18.506216,73.852650,4    
Non-BRTS,103-D,103-D-20,20,Hirabaug,हिराबाग,18.504402,73.854897,4    
Non-BRTS,103-D,103-D-21,21,Swargate Corner,स्वारगेट कॉर्नर,18.501739,73.857825,4    
Non-BRTS,103-D,103-D-22,22,Swargate,स्वारगेट,18.500441,73.859475,5    
Non-BRTS,103-D,103-D-23,23,Lakshminarayan,लक्ष्मीनारायण,18.496895,73.858215,5    
Non-BRTS,103-D,103-D-24,24,ST Colony,एसटी कॉलनी,18.493010,73.857955,5    
Non-BRTS,103-D,103-D-25,25,Bhapkar Petrol Pump,भापकर पेट्रोल पंप,18.489664,73.857645,5    
Non-BRTS,103-D,103-D-26,26,Aranyeshwar Corner,अरण्येश्वर कॉर्नर,18.486381,73.857675,5    
Non-BRTS,103-D,103-D-27,27,Natubaug,नातुबाग,18.481030,73.857167,6    
Non-BRTS,103-D,103-D-28,28,Padmawati,पद्मावती,18.477347,73.857244,6    
Non-BRTS,103-D,103-D-29,29,Shankar Maharaj Math,शंकर महाराज मठ,18.470738,73.857234,6    
Non-BRTS,103-D,103-D-30,30,Balajinagar,बालाजीनगर,18.464405,73.858154,7    
Non-BRTS,103-D,103-D-31,31,Bharati Vidyapeeth Gate,भारती विद्यापीठ गेट,18.457434,73.858200,7    
Non-BRTS,103-D,103-D-32,32,Sarpodyan,सर्पोद्यान,18.454675,73.858530,7    
Non-BRTS,103-D,103-D-33,33,Morebaug,मोरेबाग,18.449848,73.858307,7    
Non-BRTS,103-D,103-D-34,34,Katraj,कात्रज,18.447486,73.859609,8    
Non-BRTS,103-U,103-U-00,0,Katraj,कात्रज,18.446561,73.858869,1    
Non-BRTS,103-U,103-U-01,1,Morebaug,मोरेबाग,18.449829,73.858087,1    
Non-BRTS,103-U,103-U-02,2,Sarpodyan,सर्पोद्यान,18.453916,73.858360,1    
Non-BRTS,103-U,103-U-03,3,Bharati Vidyapeeth Gate,भारती विद्यापीठ गेट,18.457616,73.858154,1    
Non-BRTS,103-U,103-U-04,4,Balajinagar,बालाजीनगर,18.464558,73.857973,2    
Non-BRTS,103-U,103-U-05,5,Shankar Maharaj Math,शंकर महाराज मठ,18.470349,73.857067,2    
Non-BRTS,103-U,103-U-06,6,Padmawati,पद्मावती,18.477360,73.857010,2    
Non-BRTS,103-U,103-U-07,7,Natubaug,नातुबाग,18.481595,73.857094,3    
Non-BRTS,103-U,103-U-08,8,Aranyeshwar Corner,अरण्येश्वर कॉर्नर,18.486482,73.857507,3    
Non-BRTS,103-U,103-U-09,9,Bhapkar Petrol Pump,भापकर पेट्रोल पंप,18.489710,73.857650,3    
Non-BRTS,103-U,103-U-10,10,ST Colony,एसटी कॉलनी,18.493610,73.857798,3    
Non-BRTS,103-U,103-U-11,11,Lakshminarayan,लक्ष्मीनारायण,18.496397,73.857896,3    
Non-BRTS,103-U,103-U-12,12,Swargate,स्वारगेट,18.499353,73.858142,4    
Non-BRTS,103-U,103-U-13,13,Nehru Stadium,नेहरू स्‍टेडीयम,18.501110,73.855520,4    
Non-BRTS,103-U,103-U-14,14,Sarasbaug,सारसबाग,18.503333,73.853667,4    
Non-BRTS,103-U,103-U-15,15,Madiwale Colony,माडीवाले कॉलनी,18.505837,73.852951,4    
Non-BRTS,103-U,103-U-16,16,SP College,एसपी कॉलेज,18.507333,73.850890,4    
Non-BRTS,103-U,103-U-17,17,Maharashtra Mandal,महाराष्ट्र मंडळ,18.509529,73.847532,4    
Non-BRTS,103-U,103-U-18,18,Sahitya Parishad,साहित्य परिषद,18.511114,73.845454,5    
Non-BRTS,103-U,103-U-19,19,Deccan Corner,डेक्कन कॉर्नर,18.513532,73.841372,5    
Non-BRTS,103-U,103-U-20,20,Garware College,गरवारे कॉलेज,18.512424,73.838716,5    
Non-BRTS,103-U,103-U-21,21,Sonal Hall,सोनल हॉल,18.510452,73.834959,5,,, ,,,,,,,,,,,,,
Non-BRTS,103-U,103-U-22,22,Nal Stop,नळ स्टॉप,18.509020,73.831963,5    
Non-BRTS,103-U,103-U-23,23,SNDT College,एसएनडीटी कॉलेज,18.507301,73.828511,6    
Non-BRTS,103-U,103-U-24,24,Paud Phata,पौड फाटा,18.506051,73.826171,6    
Non-BRTS,103-U,103-U-25,25,More Vidyalay,मोरे विद्यालय,18.510403,73.819558,6    
Non-BRTS,103-U,103-U-26,26,Ideal Colony,आयडियल कॉलनी,18.510847,73.817492,6    
Non-BRTS,103-U,103-U-27,27,Anandnagar Kothrud,आनंदनगर कोथरुड ,18.509512,73.814236,6    
Non-BRTS,103-U,103-U-28,28,Jai Bhavaninagar,जय भवानीनगर,18.509332,73.812097,7    
Non-BRTS,103-U,103-U-29,29,Pratiknagar,प्रतीकनगर,18.508269,73.810154,7    
Non-BRTS,103-U,103-U-30,30,Vanaj Corner,वनाज कॉर्नर,18.507287,73.807370,7    
Non-BRTS,103-U,103-U-31,31,Vanaj Company,वनाज कंपनी,18.506913,73.804123,7    
Non-BRTS,103-U,103-U-32,32,Kachara Depot Kothrud,कचरा डेपो कोथरुड ,18.507414,73.799267,7    
Non-BRTS,103-U,103-U-33,33,Bharatinagar,भारतीनगर,18.507729,73.796915,7    
Non-BRTS,103-U,103-U-34,34,Kothrud Depot,कोथरुड डेपो,18.507672,73.794662,8    
Non-BRTS,104-D,104-D-00,0,DSK Vishwa,डिएसके विश्व,18.443247,73.798916,1    
Non-BRTS,104-D,104-D-01,1,Chavanmala,चव्हाणमळा,18.447063,73.803717,1    
Non-BRTS,104-D,104-D-02,2,Dhayarigaon,धायरीगांव,18.447537,73.810280,2    
Non-BRTS,104-D,104-D-03,3,Ganeshnagar Dhayari,गणेशनगर धायरी ,18.450525,73.811049,2    
Non-BRTS,104-D,104-D-04,4,Poultry Farm Dhayari,पोल्ट्री फार्म धायरी,18.448838,73.810588,2    
Non-BRTS,104-D,104-D-05,5,Raykarvasti,रायकरवस्ती,18.453936,73.811613,2    
Non-BRTS,104-D,104-D-06,6,Garmal,गारमाळ,18.455524,73.811755,2    
Non-BRTS,104-D,104-D-07,7,Dhayari Phata,धायरी फाटा,18.459770,73.812652,2,,, ,,,,,,,,,,,,,
Non-BRTS,104-D,104-D-08,8,Patil Colony,पाटील कॉलनी,18.462641,73.814709,3    
Non-BRTS,104-D,104-D-09,9,Vadgaon Bk Phata,वडगाव बु. फाटा,18.466087,73.816719,3    
Non-BRTS,104-D,104-D-10,10,Fun Time,फन टाईम,18.468323,73.819166,3    
Non-BRTS,104-D,104-D-11,11,Indian Hume Pipe,इंडियन हयुम पाईप ,18.469912,73.820217,3    
Non-BRTS,104-D,104-D-12,12,Manikbaug,माणिकबाग,18.473267,73.821571,3    
Non-BRTS,104-D,104-D-13,13,Ganesh Park,गणेश पार्क,18.475343,73.822504,3    
Non-BRTS,104-D,104-D-14,14,Anandnagar Sinhagad Road,आनंदनगर सिंहगड रोड ,18.477597,73.823565,4    
Non-BRTS,104-D,104-D-15,15,Hingne,हिंगणे,18.480362,73.825058,4    
Non-BRTS,104-D,104-D-16,16,Vitthalwadi Sinhagad Road,विठ्ठलवाडी सिंहगड रोड ,18.483434,73.827497,4    
Non-BRTS,104-D,104-D-17,17,Rajaram Pul,राजाराम पुल,18.487449,73.828778,4    
Non-BRTS,104-D,104-D-18,18,Rajaram Pul Corner,राजाराम पुल कॉर्नर,18.489345,73.826722,4    
Non-BRTS,104-D,104-D-19,19,Vitthal Mandir Shreeman Society,विठ्ठल मंदीर श्रीमान सोसायटी ,18.489998,73.825577,4    
Non-BRTS,104-D,104-D-20,20,Shreeman Society,श्रीमान सोसायटी,18.492054,73.820244,5    
Non-BRTS,104-D,104-D-21,21,Shipra Society,शिप्रा सोसायटी,18.492033,73.820300,5    
Non-BRTS,104-D,104-D-22,22,Canal Corner,कॅनॉल कॉर्नर,18.490700,73.817758,5    
Non-BRTS,104-D,104-D-23,23,Provision Stores,प्रोव्हीजन स्टोअर्स,18.489210,73.816662,5    
Non-BRTS,104-D,104-D-24,24,Karvenagar,कर्वेनगर,18.489365,73.814559,6    
Non-BRTS,104-D,104-D-25,25,Vadacha Stop,वडाचा स्टॉप,18.491530,73.815163,6    
Non-BRTS,104-D,104-D-26,26,Gandhi Bhavan Phata,गांधी भवन फाटा,18.495405,73.813293,6    
Non-BRTS,104-D,104-D-27,27,Khothrud Stand,कोथरुड स्‍टॅण्ड,18.499764,73.813661,7    
Non-BRTS,104-D,104-D-28,28,Karve Putala,कर्वे पुतळा,18.502256,73.816177,7    
Non-BRTS,104-D,104-D-29,29,Maruti Mandir Kothrud,मारुती मंदिर कोथरूड,18.503598,73.820338,7    
Non-BRTS,104-D,104-D-30,30,Paud Phata,पौड फाटा,18.505422,73.824295,7,,,, ,,,,,,,,,,,,
Non-BRTS,104-D,104-D-31,31,SNDT College,एसएनडीटी कॉलेज,18.507228,73.828329,8    
Non-BRTS,104-D,104-D-32,32,Nal Stop,नळ स्टॉप,18.508895,73.832018,8    
Non-BRTS,104-D,104-D-33,33,Sonal Hall,सोनल हॉल,18.510405,73.834854,8    
Non-BRTS,104-D,104-D-34,34,Garware College,गरवारे कॉलेज,18.512112,73.838403,8    
Non-BRTS,104-D,104-D-35,35,Deccan Corner,डेक्कन कॉर्नर,18.513955,73.841853,8    
Non-BRTS,104-D,104-D-36,36,Deccan Gymkhana,डेक्कन जिमखाना,18.516741,73.842918,9    
Non-BRTS,104-U,104-U-00,0,Deccan Gymkhana,डेक्कन जिमखाना,18.516495,73.842819,1    
Non-BRTS,104-U,104-U-01,1,Deccan Corner,डेक्कन कॉर्नर,18.513532,73.841372,1    
Non-BRTS,104-U,104-U-02,2,Garware College,गरवारे कॉलेज,18.512424,73.838716,1    
Non-BRTS,104-U,104-U-03,3,Sonal Hall,सोनल हॉल,18.510452,73.834959,1    
Non-BRTS,104-U,104-U-04,4,Nal Stop,नळ स्टॉप,18.509020,73.831963,1    
Non-BRTS,104-U,104-U-05,5,SNDT College,एसएनडीटी कॉलेज,18.507301,73.828511,2    
Non-BRTS,104-U,104-U-06,6,Paud Phata,पौड फाटा,18.506051,73.826171,2,,, ,,,,,,,,,,,,,
Non-BRTS,104-U,104-U-07,7,Maruti Mandir Kothrud,मारुती मंदिर कोथरूड,18.503652,73.820365,2    
Non-BRTS,104-U,104-U-08,8,Karve Putala,कर्वे पुतळा,18.502169,73.816220,2    
Non-BRTS,104-U,104-U-09,9,Khothrud Stand,कोथरुड स्‍टॅण्ड,18.499733,73.813817,3    
Non-BRTS,104-U,104-U-10,10,Gandhi Bhavan Phata,गांधी भवन फाटा,18.494820,73.813190,3    
Non-BRTS,104-U,104-U-11,11,Vadacha Stop,वडाचा स्टॉप,18.491537,73.815302,3    
Non-BRTS,104-U,104-U-12,12,Karvenagar,कर्वेनगर,18.489242,73.814383,4    
Non-BRTS,104-U,104-U-13,13,Provision Stores,प्रोव्हीजन स्टोअर्स,18.489137,73.816603,4    
Non-BRTS,104-U,104-U-14,14,Canal Corner,कॅनॉल कॉर्नर,18.490957,73.817827,4    
Non-BRTS,104-U,104-U-15,15,Shipra Society,शिप्रा सोसायटी,18.491992,73.818067,4    
Non-BRTS,104-U,104-U-16,16,Shreeman Society,श्रीमान सोसायटी,18.492054,73.820244,5    
Non-BRTS,104-U,104-U-17,17,Vitthal Mandir Shreeman Society,विठ्ठल मंदीर श्रीमान सोसायटी ,18.490135,73.824855,5    
Non-BRTS,104-U,104-U-18,18,Rajaram Pul Corner,राजाराम पुल कॉर्नर,18.488192,73.828372,5    
Non-BRTS,104-U,104-U-19,19,Rajaram Pul,राजाराम पुल,18.487473,73.828988,5    
Non-BRTS,104-U,104-U-20,20,Vitthalwadi Sinhagad Road,विठ्ठलवाडी सिंहगड रोड ,18.484667,73.827858,5    
Non-BRTS,104-U,104-U-21,21,Hingne,हिंगणे,18.480293,73.825310,5    
Non-BRTS,104-U,104-U-22,22,Anandnagar Sinhagad Road,आनंदनगर सिंहगड रोड ,18.477557,73.823678,6    
Non-BRTS,104-U,104-U-23,23,Ganesh Park,गणेश पार्क,18.475779,73.822900,6    
Non-BRTS,104-U,104-U-24,24,Manikbaug,माणिकबाग,18.473269,73.821692,6    
Non-BRTS,104-U,104-U-25,25,Indian Hume Pipe,इंडियन हयुम पाईप ,18.469891,73.820297,6    
Non-BRTS,104-U,104-U-26,26,Fun Time,फन टाईम,18.468788,73.819828,6    
Non-BRTS,104-U,104-U-27,27,Vadgaon Bk Phata,वडगाव बु. फाटा,18.467097,73.818225,6    
Non-BRTS,104-U,104-U-28,28,Patil Colony,पाटील कॉलनी,18.462599,73.814797,7    
Non-BRTS,104-U,104-U-29,29,Dhayari Phata,धायरी फाटा,18.460484,73.812782,7    
Non-BRTS,104-U,104-U-30,30,Garmal,गारमाळ,18.454049,73.811678,7    
Non-BRTS,104-U,104-U-31,31,Raykarvasti,रायकरवस्ती,18.454350,73.811604,7    
Non-BRTS,104-U,104-U-32,32,Poultry Farm Dhayari,पोल्ट्री फार्म धायरी,18.448786,73.810670,7    
Non-BRTS,104-U,104-U-33,33,Ganeshnagar Dhayari,गणेशनगर धायरी ,18.450584,73.810979,7    
Non-BRTS,104-U,104-U-34,34,Dhayarigaon,धायरीगांव,18.447537,73.810280,8    
Non-BRTS,104-U,104-U-35,35,Chavanmala,चव्हाणमळा,18.447188,73.804975,8    
Non-BRTS,104-U,104-U-36,36,DSK Vishwa,डिएसके विश्व,18.443084,73.798823,9    
Non-BRTS,105-D,105-D-00,0,Balewadi Depot,बालेवाडी डेपो,18.574893,73.765660,1    
Non-BRTS,105-D,105-D-01,1,Bharat English School,भारत इंग्लीश स्कूल,18.573775,73.775092,1    
Non-BRTS,105-D,105-D-02,2,Balewadigaon,बालेवाडीगांव,18.576242,73.779828,2    
Non-BRTS,105-D,105-D-03,3,Poultry Farm Desai,पोल्ट्री फार्म देसाई,18.573738,73.780830,2    
Non-BRTS,105-D,105-D-04,4,Chakankarmala,चाकणकरमळा,18.566192,73.782574,3    
Non-BRTS,105-D,105-D-05,5,Abhuyuday Bank,अभ्युदय बैंक ,18.564870,73.782930,3    
Non-BRTS,105-D,105-D-06,6,Ambedkar Bridge,आंबेडकर ब्रिज ,18.564690,73.787080,3    
Non-BRTS,105-D,105-D-07,7,Om Ayran Chowk,ओम आयरन चौक ,18.562150,73.790390,3    
Non-BRTS,105-D,105-D-08,8,Tamhane Chowk,ताम्हाणे चौक ,18.561730,73.792300,3    
Non-BRTS,105-D,105-D-09,9,pumpung Station Medi Point,पंपींग स्टेशन मेडीपाँईट ,18.563670,73.796770,3    
Non-BRTS,105-D,105-D-10,10,Medi Point,मेडी पॉर्इंट,18.565025,73.802368,4    
Non-BRTS,105-D,105-D-11,11,DP Road,डीपी रोड,18.562965,73.802795,4    
Non-BRTS,105-D,105-D-12,12,DP Road Corner,डीपी रोड कॉनर्र,18.560497,73.806149,4,,, ,,,,,,,,,,,,,
Non-BRTS,105-D,105-D-13,13,ITI Aundh,आयटीआय औंध ,18.560268,73.809204,5,,, ,,,,,,,,,,,,,
Non-BRTS,105-D,105-D-14,14,Anand Park,आनंद पार्क,18.556460,73.809180,5    
Non-BRTS,105-D,105-D-15,15,Sanewadi,सानेवाडी,18.553392,73.809570,5    
Non-BRTS,105-D,105-D-16,16,Baner Phata,बाणेर फाटा,18.550460,73.809380,5    
Non-BRTS,105-D,105-D-17,17,Sindh Colony Baner Road,सिंध कॉलनी बाणेर रोड,18.548815,73.813019,6, ,     
Non-BRTS,105-D,105-D-18,18,Sakalnagar,सकाळनगर,18.546597,73.819191,6    
Non-BRTS,105-D,105-D-19,19,Chavannagar,चव्हाणनगर,18.544424,73.824066,6    
Non-BRTS,105-D,105-D-20,20,Pune Vidhyapeeth Gate,पुणे विद्यापीठ गेट,18.541450,73.830160,7    
Non-BRTS,105-D,105-D-21,21,E Square,ई स्केअर,18.538113,73.834725,7    
Non-BRTS,105-D,105-D-22,22,Pumping Station,पंपिंग स्टेशन,18.532967,73.841736,7    
Non-BRTS,105-D,105-D-23,23,Mhasoba Gate,म्हसोबा गेट,18.532405,73.842548,8    
Non-BRTS,105-D,105-D-24,24,Simla Office,सिमला ऑफिस,18.530423,73.849268,8    
Non-BRTS,105-D,105-D-25,25,COEP Hostel,सीओईपी हॉस्टेल,18.528593,73.852315,8    
Non-BRTS,105-D,105-D-26,26,Shivaji Maharaj Putla,शिवाजी महाराज पुतळा,18.525956,73.853622,8    
Non-BRTS,105-D,105-D-27,27,Ma Na Pa Congress Bhavan,मनपा,18.522600,73.853120,9    
Non-BRTS,105-D,105-D-28,28,Balgandharv,बालगंधर्व,18.522417,73.847849,9    
Non-BRTS,105-D,105-D-29,29,Natraj Talkies,नटराज टॉकीज ,18.519260,73.845270,9    
Non-BRTS,105-D,105-D-30,30,Deccan Gymkhana,डेक्कन जिमखाना,18.516741,73.842918,10    
Non-BRTS,105-U,105-U-00,0,Deccan Gymkhana,डेक्कन जिमखाना,18.516495,73.842819,1    
Non-BRTS,105-U,105-U-01,1,Goodluck Chowk,गुडलक चौक,18.518055,73.841461,1    
Non-BRTS,105-U,105-U-02,2,Fergusson College,फर्ग्युसन कॉलेज,18.522795,73.840951,1    
Non-BRTS,105-U,105-U-03,3,Dnyaneshwar Paduka,ज्ञानेश्र्वर पादुका ,18.526400,73.841896,1    
Non-BRTS,105-U,105-U-04,4,Police Line,पोलीस लाइन,18.526524,73.843974,1    
Non-BRTS,105-U,105-U-05,5,Modern HighSchool,मॉडर्न हायस्कुल,18.524696,73.849480,1    
Non-BRTS,105-U,105-U-06,6,Sawarkar Bhavan,सावरकर भवन,18.526207,73.852782,1    
Non-BRTS,105-U,105-U-07,7,Ma Na Pa Nadikathi,मनपा,18.522990,73.853970,2    
Non-BRTS,105-U,105-U-08,8,Shivaji Maharaj Putla,शिवाजी महाराज पुतळा,18.526309,73.852866,2    
Non-BRTS,105-U,105-U-09,9,Simla Office,सिमला ऑफिस,18.530306,73.849098,2    
Non-BRTS,105-U,105-U-10,10,Mhasoba Gate,म्हसोबा गेट,18.532350,73.842404,3    
Non-BRTS,105-U,105-U-11,11,Pumping Station,पंपिंग स्टेशन,18.533059,73.841372,3    
Non-BRTS,105-U,105-U-12,12,Mafatlal Bungalow,मफतलाल बंगला,18.537562,73.835093,3    
Non-BRTS,105-U,105-U-13,13,Rangehills Corner,रेंजहिल्स कॉर्नर,18.539017,73.833213,3    
Non-BRTS,105-U,105-U-14,14,Pune Vidhyapeeth Gate Aundh Road,पुणे विद्यापीठ गेट औंध रोड,18.543632,73.827019,4    
Non-BRTS,105-U,105-U-15,15,Chavannagar,चव्हाणनगर,18.544333,73.823929,4    
Non-BRTS,105-U,105-U-16,16,Sakalnagar,सकाळनगर,18.546495,73.819138,4    
Non-BRTS,105-U,105-U-17,17,Sindh Colony Baner Road,सिंध कॉलनी बाणेर रोड,18.548815,73.813019,5    
Non-BRTS,105-U,105-U-18,18,Baner Phata,बाणेर फाटा,18.550415,73.809537,5    
Non-BRTS,105-U,105-U-19,19,Sanewadi,सानेवाडी,18.553385,73.809466,5    
Non-BRTS,105-U,105-U-20,20,Anand Park,आनंद पार्क,18.555900,73.809030,5    
Non-BRTS,105-U,105-U-21,21,ITI Aundh,आयटीआय औंध ,18.560270,73.809131,6    
Non-BRTS,105-U,105-U-22,22,DP Road Corner,डीपी रोड कॉनर्र,18.560278,73.803682,6    
Non-BRTS,105-U,105-U-23,23,DP Road,डीपी रोड,18.562890,73.802749,6    
Non-BRTS,105-U,105-U-24,24,Medi Point,मेडी पॉर्इंट,18.565042,73.802382,7    
Non-BRTS,105-U,105-U-25,25,pumpung Station Medi Point,पंपींग स्टेशन मेडीपाँईट ,18.563700,73.796750,7    
Non-BRTS,105-U,105-U-26,26,Tamhane Chowk,ताम्हाणे चौक ,18.561710,73.792310,7    
Non-BRTS,105-U,105-U-27,27,Om Ayran Chowk,ओम आयरन चौक ,18.562120,73.790380,7    
Non-BRTS,105-U,105-U-28,28,Ambedkar Bridge,आंबेडकर ब्रिज ,18.564640,73.787070,7    
Non-BRTS,105-U,105-U-29,29,Abhuyuday Bank,अभ्युदय बैंक ,18.564860,73.782930,7    
Non-BRTS,105-U,105-U-30,30,Chakankarmala,चाकणकरमळा,18.566445,73.782499,8    
Non-BRTS,105-U,105-U-31,31,Poultry Farm Desai,पोल्ट्री फार्म देसाई,18.573593,73.780788,8    
Non-BRTS,105-U,105-U-32,32,Balewadigaon,बालेवाडीगांव,18.576229,73.779625,9    
Non-BRTS,105-U,105-U-33,33,Bharat English School,भारत इंग्लीश स्कूल,18.573687,73.775102,9    
Non-BRTS,105-U,105-U-34,34,Balewadi Depot,बालेवाडी डेपो,18.574893,73.765660,10    
Non-BRTS,106,106 -R-00,0,Galinde Path,गालिंदे पथ,18.484728,73.810454,1    
